dataset,ce,act,pe,seed,encoding_kwargs_json,lr,batch_size,num_epochs,mlp_num_layers,mlp_layer_width,sine_w0,gaussian_a,ffn_scale,mapping_input,omega,sh_lmax,reconstruction_psnr,reconstruction_psnr_polar,reconstruction_psnr_equatorial,reconstruction_psnr_r,reconstruction_psnr_g,reconstruction_psnr_b,held_out_psnr,held_out_psnr_polar,held_out_psnr_equatorial,held_out_psnr_r,held_out_psnr_g,held_out_psnr_b,status,parameter_count,wall_clock_seconds,peak_gpu_mem_mb,epochs_run,timestamp_start,timestamp_end,log_dir,mitigation_note
hdri_sky,cartesian,scaled-sine,FKAN,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,31.62249755859375,32.01728057861328,31.021804809570312,30.232532501220703,31.797794342041016,33.41154861450195,31.55805206298828,31.86659049987793,30.983264923095703,30.170564651489258,31.72520637512207,33.3537712097168,completed,313559,361.154,258.93,160,2026-06-28T14:49:22,2026-06-28T14:55:23,logs/grid\scaled_sine__fkan__hdri_sky__seed42\scaled-sine\version_0,
hdri_urban,cartesian,scaled-sine,FKAN,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,36.15142059326172,40.4869270324707,33.56246566772461,35.73955154418945,36.6720085144043,36.09324645996094,25.125823974609375,37.615631103515625,20.723716735839844,25.476322174072266,25.71377182006836,24.319011688232422,completed,313559,1086.343,258.93,500,2026-06-28T14:55:36,2026-06-28T15:13:42,logs/grid\scaled_sine__fkan__hdri_urban__seed42\scaled-sine\version_0,
era5,spherical-harmonics,scaled-sine,None,42,"{""L_max"": 13}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,13,37.45079040527344,37.987396240234375,38.006500244140625,nan,nan,nan,37.38340759277344,37.84986877441406,37.95149230957031,nan,nan,nan,completed,313877,326.250,255.93,140,2026-06-28T15:13:56,2026-06-28T15:19:23,logs/grid\scaled_sine__sh__era5__seed42__sh_post_lmax13\scaled-sine\version_0,
hdri_sky,spherical-harmonics,scaled-sine,None,42,"{""L_max"": 31}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,31,32.26959991455078,32.11857604980469,31.804969787597656,31.005111694335938,32.39975357055664,33.871376037597656,32.10136413574219,31.768779754638672,31.71259880065918,30.831035614013672,32.2236328125,33.7255859375,completed,526359,405.987,310.18,140,2026-06-28T15:19:46,2026-06-28T15:26:32,logs/grid\scaled_sine__sh__hdri_sky__seed42__sh_post_lmax31\scaled-sine\version_0,
etopo1,spherical-harmonics,scaled-sine,None,42,"{""L_max"": 16}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,16,43.55369567871094,43.667991638183594,45.5091552734375,nan,nan,nan,30.201038360595703,33.43029022216797,28.431427001953125,nan,nan,nan,completed,337685,1126.436,262.02,500,2026-06-28T15:26:48,2026-06-28T15:45:35,logs/grid\scaled_sine__sh__etopo1__seed42__sh_pre_lmax16\scaled-sine\version_0,
hdri_urban,spherical-harmonics,scaled-sine,None,42,"{""L_max"": 16}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,16,21.813217163085938,30.12700843811035,17.77190399169922,21.85985565185547,22.25396728515625,21.371002197265625,21.655799865722656,30.123023986816406,17.618432998657227,21.703960418701172,22.081518173217773,21.224529266357422,completed,338199,342.501,262.09,140,2026-06-28T15:45:49,2026-06-28T15:51:32,logs/grid\scaled_sine__sh__hdri_urban__seed42__sh_pre_lmax16\scaled-sine\version_0,
cmb,spherical-harmonics,scaled-sine,None,42,"{""L_max"": 16}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,16,49.200172424316406,50.16344451904297,49.81998825073242,nan,nan,nan,35.321319580078125,35.36369323730469,34.7486686706543,nan,nan,nan,completed,337685,1170.384,262.02,500,2026-06-28T15:51:46,2026-06-28T16:11:17,logs/grid\scaled_sine__sh__cmb__seed42__sh_pre_lmax16\scaled-sine\version_0,
etopo1,angular,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,34.813209533691406,36.33692169189453,33.061946868896484,nan,nan,nan,28.440780639648438,31.82064437866211,26.537899017333984,nan,nan,nan,completed,264193,1040.873,171.20,500,2026-06-28T16:15:02,2026-06-28T16:32:22,logs/grid\gaussian__none_angular__etopo1__seed42\gaussian\version_0,
era5,angular,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,43.98771286010742,42.4700927734375,46.286067962646484,nan,nan,nan,37.101524353027344,38.76399612426758,35.067161560058594,nan,nan,nan,completed,264193,1025.446,171.20,500,2026-06-28T16:32:35,2026-06-28T16:49:41,logs/grid\gaussian__none_angular__era5__seed42\gaussian\version_0,
cmb,angular,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,38.69776153564453,38.47032928466797,38.68756866455078,nan,nan,nan,32.12596130371094,34.01921081542969,30.641651153564453,nan,nan,nan,completed,264193,1062.618,171.20,500,2026-06-28T16:49:53,2026-06-28T17:07:36,logs/grid\gaussian__none_angular__cmb__seed42\gaussian\version_0,
hdri_sky,angular,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,37.37532424926758,37.5819091796875,36.604915618896484,36.337318420410156,38.352413177490234,37.683589935302734,33.41790008544922,34.65294647216797,31.447677612304688,32.04224395751953,33.83440017700195,34.85194396972656,completed,264707,1021.944,171.27,500,2026-06-28T17:07:48,2026-06-28T17:24:50,logs/grid\gaussian__none_angular__hdri_sky__seed42\gaussian\version_0,
hdri_urban,angular,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,27.227954864501953,33.9757194519043,23.291351318359375,27.30501365661621,27.87501335144043,26.598342895507812,23.048093795776367,31.59398651123047,18.843482971191406,23.13979721069336,23.503408432006836,22.554264068603516,completed,264707,1019.444,171.27,500,2026-06-28T17:25:02,2026-06-28T17:42:02,logs/grid\gaussian__none_angular__hdri_urban__seed42\gaussian\version_0,
etopo1,cartesian,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,39.771034240722656,40.89427185058594,39.439186096191406,nan,nan,nan,28.32419204711914,30.785512924194336,26.869380950927734,nan,nan,nan,completed,264449,1059.876,171.27,500,2026-06-28T17:42:15,2026-06-28T17:59:55,logs/grid\gaussian__none_cartesian__etopo1__seed42\gaussian\version_0,
era5,cartesian,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,45.555908203125,47.5178337097168,45.25553894042969,nan,nan,nan,36.26763916015625,36.48473358154297,35.357154846191406,nan,nan,nan,completed,264449,1058.069,171.27,500,2026-06-28T18:00:07,2026-06-28T18:17:45,logs/grid\gaussian__none_cartesian__era5__seed42\gaussian\version_0,
cmb,cartesian,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,42.26963806152344,43.67565155029297,41.7650032043457,nan,nan,nan,31.39255714416504,32.19264602661133,30.603979110717773,nan,nan,nan,completed,264449,1051.307,171.27,500,2026-06-28T18:17:58,2026-06-28T18:35:29,logs/grid\gaussian__none_cartesian__cmb__seed42\gaussian\version_0,
hdri_sky,cartesian,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,39.22651672363281,41.25433349609375,37.81061935424805,38.64842224121094,40.81413269042969,38.56766891479492,34.8442268371582,35.241363525390625,34.097450256347656,33.763580322265625,35.36564254760742,35.65024948120117,completed,264963,1066.872,171.34,500,2026-06-28T18:35:42,2026-06-28T18:53:29,logs/grid\gaussian__none_cartesian__hdri_sky__seed42\gaussian\version_0,
hdri_urban,cartesian,gaussian,None,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,30.99008560180664,37.14332580566406,27.539396286010742,30.75402069091797,31.474760055541992,30.779277801513672,23.675243377685547,30.934375762939453,19.683732986450195,23.674203872680664,24.14525032043457,23.25211524963379,completed,264963,1072.374,171.34,500,2026-06-28T18:53:42,2026-06-28T19:11:34,logs/grid\gaussian__none_cartesian__hdri_urban__seed42\gaussian\version_0,
etopo1,cartesian,gaussian,RFF,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,11.238293647766113,10.659550666809082,11.594209671020508,nan,nan,nan,11.13416862487793,10.499799728393555,11.509322166442871,nan,nan,nan,completed,280065,274.573,174.45,120,2026-06-28T19:11:47,2026-06-28T19:16:21,logs/grid\gaussian__rff__etopo1__seed42\gaussian\version_0,
era5,cartesian,gaussian,RFF,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,8.834381103515625,5.818670272827148,10.006505012512207,nan,nan,nan,8.743640899658203,5.673582553863525,9.962764739990234,nan,nan,nan,completed,280065,275.666,174.45,120,2026-06-28T19:16:34,2026-06-28T19:21:10,logs/grid\gaussian__rff__era5__seed42\gaussian\version_0,
cmb,cartesian,gaussian,RFF,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,30.402982711791992,30.504047393798828,30.240633010864258,nan,nan,nan,26.845359802246094,26.942100524902344,26.68988800048828,nan,nan,nan,completed,280065,359.843,174.45,160,2026-06-28T19:21:23,2026-06-28T19:27:23,logs/grid\gaussian__rff__cmb__seed42\gaussian\version_0,
hdri_sky,cartesian,gaussian,RFF,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,9.259581565856934,9.143985748291016,10.46700382232666,9.366008758544922,9.346443176269531,9.072534561157227,9.226791381835938,9.091352462768555,10.433992385864258,9.335872650146484,9.302221298217773,9.048019409179688,completed,280579,322.434,174.52,140,2026-06-28T19:27:36,2026-06-28T19:32:58,logs/grid\gaussian__rff__hdri_sky__seed42\gaussian\version_0,
hdri_urban,cartesian,gaussian,RFF,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,10.533381462097168,13.856115341186523,7.34586763381958,9.905336380004883,10.476577758789062,11.33610725402832,10.509032249450684,13.786453247070312,7.3533220291137695,9.881903648376465,10.442316055297852,11.322586059570312,completed,280579,361.824,174.52,160,2026-06-28T19:33:13,2026-06-28T19:39:15,logs/grid\gaussian__rff__hdri_urban__seed42\gaussian\version_0,
etopo1,spherical-harmonics,gaussian,None,42,"{""L_max"": 32}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,49.129337310791016,47.886131286621094,50.59883499145508,nan,nan,nan,26.582088470458984,28.636198043823242,25.263275146484375,nan,nan,nan,completed,542465,1338.644,244.13,500,2026-06-28T19:39:36,2026-06-28T20:01:54,logs/grid\gaussian__sh__etopo1__seed42\gaussian\version_0,
era5,spherical-harmonics,gaussian,None,42,"{""L_max"": 32}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,52.6546630859375,50.13896179199219,57.461551666259766,nan,nan,nan,27.43027687072754,27.395742416381836,27.149024963378906,nan,nan,nan,completed,542465,1346.506,244.13,500,2026-06-28T20:02:16,2026-06-28T20:24:42,logs/grid\gaussian__sh__era5__seed42\gaussian\version_0,
cmb,spherical-harmonics,gaussian,None,42,"{""L_max"": 32}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,30.18105697631836,28.559093475341797,31.711483001708984,nan,nan,nan,27.313711166381836,27.440004348754883,27.127239227294922,nan,nan,nan,completed,542465,396.448,244.13,140,2026-06-28T20:25:03,2026-06-28T20:31:40,logs/grid\gaussian__sh__cmb__seed42\gaussian\version_0,
hdri_sky,spherical-harmonics,gaussian,None,42,"{""L_max"": 32}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,38.73686218261719,38.779258728027344,38.66266632080078,38.44704055786133,40.715721130371094,37.60761642456055,25.061100006103516,26.330272674560547,23.724002838134766,24.38913345336914,26.989315032958984,24.301298141479492,completed,542979,1361.714,244.20,500,2026-06-28T20:32:02,2026-06-28T20:54:44,logs/grid\gaussian__sh__hdri_sky__seed42\gaussian\version_0,
hdri_urban,spherical-harmonics,gaussian,None,42,"{""L_max"": 32}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,34.69466781616211,38.564048767089844,31.695459365844727,34.8712158203125,35.04204559326172,34.215274810791016,21.74831199645996,27.613298416137695,18.09933853149414,21.875938415527344,22.63108253479004,20.910064697265625,completed,542979,1397.983,244.20,500,2026-06-28T20:55:05,2026-06-28T21:18:23,logs/grid\gaussian__sh__hdri_urban__seed42\gaussian\version_0,
etopo1,cartesian,gaussian,FKAN,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,38.34408187866211,39.0596809387207,38.028724670410156,nan,nan,nan,24.983110427856445,27.325973510742188,23.605724334716797,nan,nan,nan,completed,313025,1026.551,186.82,500,2026-06-28T21:18:36,2026-06-28T21:35:43,logs/grid\gaussian__fkan__etopo1__seed42\gaussian\version_0,
era5,cartesian,gaussian,FKAN,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,42.09487533569336,43.227806091308594,41.792686462402344,nan,nan,nan,29.90488052368164,29.94272232055664,29.229427337646484,nan,nan,nan,completed,313025,1071.784,186.82,500,2026-06-28T21:35:56,2026-06-28T21:53:47,logs/grid\gaussian__fkan__era5__seed42\gaussian\version_0,
cmb,cartesian,gaussian,FKAN,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,29.781452178955078,30.036903381347656,29.57461166381836,nan,nan,nan,27.464494705200195,27.612319946289062,27.25897789001465,nan,nan,nan,completed,313025,355.984,186.82,160,2026-06-28T21:54:00,2026-06-28T21:59:56,logs/grid\gaussian__fkan__cmb__seed42\gaussian\version_0,
hdri_sky,cartesian,gaussian,FKAN,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,33.495513916015625,36.32210159301758,31.876564025878906,33.11863327026367,36.24048614501953,32.103515625,27.50202178955078,29.655155181884766,25.826290130615234,26.592952728271484,28.59958267211914,27.5435791015625,completed,313539,1065.436,186.89,500,2026-06-28T22:00:09,2026-06-28T22:17:54,logs/grid\gaussian__fkan__hdri_sky__seed42\gaussian\version_0,
hdri_urban,cartesian,gaussian,FKAN,42,{},0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,32,31.117780685424805,36.07170486450195,28.25534439086914,30.950439453125,32.063629150390625,30.486618041992188,22.519262313842773,29.503461837768555,18.649290084838867,22.359724044799805,23.11652374267578,22.1407413482666,completed,313539,1071.254,186.89,500,2026-06-28T22:18:07,2026-06-28T22:35:58,logs/grid\gaussian__fkan__hdri_urban__seed42\gaussian\version_0,
era5,spherical-harmonics,gaussian,None,42,"{""L_max"": 13}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,13,42.26049041748047,42.50420379638672,43.627479553222656,nan,nan,nan,28.089075088500977,29.209964752197266,27.12403106689453,nan,nan,nan,completed,313857,1127.890,183.89,500,2026-06-28T22:36:13,2026-06-28T22:55:01,logs/grid\gaussian__sh__era5__seed42__sh_post_lmax13\gaussian\version_0,
hdri_sky,spherical-harmonics,gaussian,None,42,"{""L_max"": 31}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,31,38.20780944824219,38.6389274597168,37.789894104003906,37.79988098144531,40.27263259887695,37.136016845703125,25.260841369628906,26.706283569335938,23.91592788696289,24.516098022460938,27.281002044677734,24.524023056030273,completed,526339,1340.333,238.14,500,2026-06-28T22:55:25,2026-06-28T23:17:46,logs/grid\gaussian__sh__hdri_sky__seed42__sh_post_lmax31\gaussian\version_0,
etopo1,spherical-harmonics,gaussian,None,42,"{""L_max"": 16}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,16,42.10368347167969,42.02660369873047,42.351356506347656,nan,nan,nan,25.97439193725586,27.64988899230957,24.81922149658203,nan,nan,nan,completed,337665,1150.886,189.98,500,2026-06-28T23:18:01,2026-06-28T23:37:12,logs/grid\gaussian__sh__etopo1__seed42__sh_pre_lmax16\gaussian\version_0,
hdri_urban,spherical-harmonics,gaussian,None,42,"{""L_max"": 16}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,16,31.176193237304688,35.44068908691406,28.470783233642578,31.21050262451172,32.296775817871094,30.258499145507812,21.64105224609375,27.41335105895996,18.041900634765625,21.636926651000977,22.458599090576172,20.956817626953125,completed,338179,1142.582,190.05,500,2026-06-28T23:37:27,2026-06-28T23:56:29,logs/grid\gaussian__sh__hdri_urban__seed42__sh_pre_lmax16\gaussian\version_0,
cmb,spherical-harmonics,gaussian,None,42,"{""L_max"": 16}",0.0004,8192,500,6,256,30.0,0.1,10.0,32,32,16,30.835613250732422,30.369781494140625,31.161298751831055,nan,nan,nan,26.853933334350586,26.99393081665039,26.667177200317383,nan,nan,nan,completed,337665,335.604,189.98,140,2026-06-28T23:56:44,2026-06-29T00:02:20,logs/grid\gaussian__sh__cmb__seed42__sh_pre_lmax16\gaussian\version_0,
